,Additional_Info,Certificate_Number,City,Coordinate_System,Customer,Date,Date_Cleaned,Direction,Down_Grade_to_Invert,Down_Rim_to_Grade,Down_Rim_to_Invert,Downstream_MH,Drainage_Area,Easting,Elevation,Flow_Control,GPS_Accuracy,Height,InspectionID,IsImperial,Length_Surveyed,Lining_Method,Location_Code,Location_Details,Material,Media_Label,Northing,Owner,PO_Number,PacpQuickMaintRating,PacpQuickMaintRatingNum,PacpQuickOverallRating,PacpQuickOverallRatingNum,PacpQuickStructRating,PacpQuickStructRatingNum,Pipe_Joint_Length,Pipe_Segment_Reference,Pre-Cleaning,PressureValue,Project,Purpose,Reverse_Setup,Sewer_Category,Sewer_Use,Shape,Sheet_Number,Street,Surveyed_By,Time,Total_Length,Up_Grade_to_Invert,Up_Rim_to_Grade,Up_Rim_to_Invert,Upstream_MH,Weather,Width,WorkOrder,Year_Laid,Year_Renewed
1203,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,4.80000019073486,SANMH200407,,,,Not Controlled,,8.0,796.0,True,293.799987792969,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,3121,8.0,5141,21.0,5141,13.0,3.0,SANGS2004060,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,227 Old Main St. W,CLH,10:20:00,293.799987792969,,,3.0,SANMH200406,Dry,8.0,,,
1204,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,5.30000019073486,SANMH200404,,,,Not Controlled,,8.0,797.0,True,311.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,1300,3.0,3725,36.0,3725,33.0,3.0,SANGS2004050,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,78 Old Main St. W,CLH,11:14:00,311.5,,,3.09999990463257,SANMH200405,Dry,8.0,,,
1205,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,7.19999980926514,SANMH200403,,,,Not Controlled,,8.0,798.0,True,248.300003051758,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2312,8.0,4223,16.0,4200,8.0,3.0,SANGS2004040,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,42 Old Main St. W,CLH,11:54:00,248.300003051758,,,5.30000019073486,SANMH200404,Dry,8.0,,,
1206,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,4.80000019073486,SANMH200410,,,,Not Controlled,,8.0,799.0,True,281.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2117,9.0,2118,10.0,1100,1.0,3.0,SANGS2004070,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,465 Old Main St. W,CLH,12:48:00,281.5,,,4.80000019073486,SANMH200407,Dry,8.0,,,
1207,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,7.80000019073486,SANMH200411,,,,Not Controlled,,8.0,800.0,True,298.600006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2113,5.0,4131,17.0,4131,12.0,3.0,SANGS2004100,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,56 Arthur Ave.,CLH,13:21:00,298.600006103516,,,4.80000019073486,SANMH200410,Dry,8.0,,,
1208,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,5.0,SANMH200408,,,,Not Controlled,,8.0,801.0,True,66.0,,Easement/Right of Way,ball field,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,1100,1.0,4121,7.0,4121,6.0,3.0,SANGS2004090,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1164 Arthur Ave.,CLH,14:15:00,66.0,,,5.30000019073486,SANMH200409,Dry,8.0,,,
1209,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,4.80000019073486,SANMH200407,,,,Not Controlled,,8.0,802.0,True,138.100006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,1A00,10.0,1A00,10.0,0,0.0,3.0,SANGS2004080,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1153 Arthur Ave.,CLH,14:29:00,138.100006103516,,,5.0,SANMH200408,Dry,8.0,,,
1210,Manholes coded incorrectly on video.,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Upstream,,,8.60000038146973,SANMH200402,,,,Not Controlled,,8.0,803.0,True,99.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2300,6.0,2400,8.0,2100,2.0,3.0,SANGS2004030,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,12 Old Main St. W,CLH,08:51:00,99.0,,,7.19999980926514,SANMH200403,Dry,8.0,,,
1211,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Upstream,,,8.60000038146973,SANMH200402,,,,Not Controlled,,8.0,804.0,True,123.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,3121,7.0,3224,16.0,3123,9.0,3.0,SANGS2004010,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1201 Arthur Ave.,CLH,09:09:00,123.0,,,8.30000019073486,SANMH200401,Dry,8.0,,,
1212,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,7.80000019073486,SANMH200411,,,,Not Controlled,,8.0,805.0,True,147.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2113,5.0,4123,13.0,4122,8.0,3.0,SANGS2004020,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,31 Old Main St. W,CLH,09:32:00,147.0,,,8.60000038146973,SANMH200402,Dry,8.0,,,
1213,122 feet of heavy cleaning required for roots.,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-01,2015-05-01,Downstream,,,7.5,SANMH200572,,,,Not Controlled,,8.0,806.0,True,155.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,3414,16.0,3414,16.0,0,0.0,3.0,SANGS2004110,Heavy Cleaning,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,27 Arthur Ave.,CLH,09:54:00,155.0,,,7.80000019073486,SANMH200411,Dry,8.0,,,
1214,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-02,2015-05-02,Downstream,,,13.5,SANMH200550,,,,Not Controlled,,10.0,807.0,True,279.700012207031,,Easement/Right of Way,grass,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,4121,6.0,4121,6.0,3.0,SANGS2005470,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,550 S 1st St.,CLH,12:57:00,279.700012207031,,,12.3000001907349,SANMH200547,Dry,10.0,,,
1215,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-02,Downstream,,,15.1999998092651,SANMH200551,,,,Not Controlled,,10.0,808.0,True,298.100006103516,,Easement/Right of Way,grass next to park path,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,5142,18.0,5142,18.0,3.0,SANGS2005500,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,550 S 1st St.,CLH,08:06:00,298.100006103516,,,13.5,SANMH200550,Dry,10.0,,,
1216,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,14.3000001907349,SANMH200555,,,,Not Controlled,,10.0,809.0,True,297.0,,Easement/Right of Way,grass next to park path,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,3.0,SANGS2005510,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,550 S 1st St.,CLH,10:35:00,297.0,,,15.1999998092651,SANMH200551,Dry,10.0,,,
1217,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,16.0,SANMH200553,,,,Not Controlled,,10.0,810.0,True,51.2999992370605,,Easement/Right of Way,grass next to park path,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,3.0,SANGS2005550,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,550 S 1st St.,CLH,10:55:00,51.2999992370605,,,14.3000001907349,SANMH200555,Dry,10.0,,,
1218,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,13.8000001907349,SANMH400661,,,,Not Controlled,,8.0,811.0,True,246.199996948242,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,4121,6.0,4121,6.0,3.0,SANGS4006600,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1251 Granite Peak Way,CLH,11:40:00,246.199996948242,,,12.3000001907349,SANMH400660,Dry,8.0,,,
1219,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,16.6000003814697,SANMH400613,,,,Not Controlled,,8.0,812.0,True,239.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006610,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1227 Granite Peak Way,CLH,12:22:00,239.100006103516,,,13.8000001907349,SANMH400661,Dry,8.0,,,
1220,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,16.6000003814697,SANMH400613,,,,Not Controlled,,8.0,813.0,True,145.699996948242,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006140,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1487 Eagle Mountain Dr.,CLH,14:07:00,145.699996948242,,,13.1000003814697,SANMH400614,Dry,8.0,,,
1221,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,14.3000001907349,SANMH400612,,,,Not Controlled,,8.0,814.0,True,258.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006130,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1425 Eagle Mountain Dr.,CLH,14:55:00,258.100006103516,,,16.6000003814697,SANMH400613,Dry,8.0,,,
1222,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,15.6999998092651,SANMH400611,,,,Not Controlled,,8.0,815.0,True,263.799987792969,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006120,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1439 Eagle Mountain Dr.,CLH,15:22:00,263.799987792969,,,14.3000001907349,SANMH400612,Dry,8.0,,,
1223,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-04,2015-05-04,Downstream,,,13.6000003814697,SANMH400610,,,,Not Controlled,,8.0,816.0,True,296.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006110,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1355 Eagle Mountain Dr.,CLH,15:48:00,296.100006103516,,,15.6999998092651,SANMH400611,Dry,8.0,,,
1224,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-04,Downstream,,,12.0,SANMH400664,,,,Not Controlled,,8.0,817.0,True,186.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,2100,2.0,2100,2.0,13.0,SANGS4006650,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1265 McKinley Ct.,CLH,08:07:00,186.0,,,12.0,SANMH400665,Dry,8.0,,,
1225,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-04,Downstream,,,14.1000003814697,SANMH400663,,,,Not Controlled,,8.0,818.0,True,62.7999992370605,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006640,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1250 McKinley Ct.,CLH,08:31:00,62.7999992370605,,,12.0,SANMH400664,Dry,8.0,,,
1226,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-04,Downstream,,,13.3000001907349,SANMH400662,,,,Not Controlled,,8.0,819.0,True,253.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006630,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1232 McKinley Ct.,CLH,08:53:00,253.0,,,14.1000003814697,SANMH400663,Dry,8.0,,,
1227,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-04,Downstream,,,15.6999998092651,SANMH400611,,,,Not Controlled,,8.0,820.0,True,199.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006620,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1214 McKinley Ct.,CLH,09:34:00,199.0,,,13.3000001907349,SANMH400662,Dry,8.0,,,
1228,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,12.5,SANMH400658,,,,Not Controlled,,8.0,821.0,True,272.200012207031,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006590,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1275 Granite Peak Way,CLH,11:10:00,272.200012207031,,,12.6000003814697,SANMH400659,Dry,8.0,,,
1229,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,12.3999996185303,SANMH400657,,,,Not Controlled,,8.0,822.0,True,237.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006580,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1314 Granite Peak Way,CLH,11:44:00,237.100006103516,,,12.5,SANMH400658,Dry,8.0,,,
1230,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,12.1000003814697,SANMH400656,,,,Not Controlled,,8.0,823.0,True,246.5,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006570,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1347 Granite Peak Way,CLH,12:28:00,246.5,,,12.3999996185303,SANMH400657,Dry,8.0,,,
1231,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,11.0,SANMH400654,,,,Not Controlled,,8.0,824.0,True,110.5,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006560,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1363 Granite Peak Way,CLH,13:11:00,110.5,,,12.1000003814697,SANMH400656,Dry,8.0,,,
1232,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,11.0,SANMH400654,,,,Not Controlled,,8.0,825.0,True,119.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006550,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1363 Sierra Ridge Dr.,CLH,14:04:00,119.0,,,11.6000003814697,SANMH400655,Dry,8.0,,,
1233,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,9.80000019073486,SANMH400653,,,,Not Controlled,,8.0,826.0,True,111.300003051758,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006540,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1342 Sierra Ridge Dr.,CLH,14:19:00,111.300003051758,,,11.0,SANMH400654,Dry,8.0,,,
1234,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,14.1000003814697,SANMH400651,,,,Not Controlled,,8.0,827.0,True,268.5,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,2200,4.0,2200,4.0,13.0,SANGS4006520,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1315 Sierra Ridge Dr.,CLH,14:43:00,268.5,,,13.6999998092651,SANMH400652,Dry,8.0,,,
1235,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-05,2015-05-05,Downstream,,,17.7999992370605,SANMH400650,,,,Not Controlled,,8.0,828.0,True,246.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,3100,3.0,3100,3.0,13.0,SANGS4006510,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1243 Sierra Ridge Dr.,CLH,15:09:00,246.0,,,14.1000003814697,SANMH400651,Dry,8.0,,,
1236,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-05,Downstream,,,13.6000003814697,SANMH400610,,,,Not Controlled,,8.0,829.0,True,247.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006500,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1279 Sierra Ridge Dr.,CLH,07:28:00,247.0,,,17.7999992370605,SANMH400650,Dry,8.0,,,
1237,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-05,Downstream,,,10.8999996185303,SANMH500507,,,,Not Controlled,,8.0,830.0,True,252.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS5005080,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1431 Overcliff Ct.,CLH,08:15:00,252.100006103516,,,10.6999998092651,SANMH500508,Dry,8.0,,,
1238,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-05,Downstream,,,10.8999996185303,SANMH500507,,,,Not Controlled,,8.0,831.0,True,284.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS5005090,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,941 Blanche Dr.,CLH,08:58:00,284.100006103516,,,10.1999998092651,SANMH500509,Dry,8.0,,,
1239,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-05,Downstream,,,9.89999961853027,SANMH500506,,,,Not Controlled,,8.0,832.0,True,288.0,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS5005070,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,949 Blanche Dr,CLH,09:29:00,288.0,,,10.8999996185303,SANMH500507,Dry,8.0,,,
1240,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-05,Downstream,,,11.0,SANMH500505,,,,Not Controlled,,8.0,833.0,True,173.100006103516,,Light Highway,pave asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,2100,2.0,2100,2.0,13.0,SANGS5005060,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,962 Blanche Dr.,CLH,10:02:00,173.100006103516,,,9.89999961853027,SANMH500506,Dry,8.0,,,
1241,New USMH located.,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-06,Upstream,,,11.0,SANMH500505,,,,Not Controlled,,8.0,834.0,True,175.100006103516,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,1100,1.0,2111,3.0,2100,2.0,13.0,SANGS5009000,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1366 Sierra Ridge Dr.,CLH,11:08:00,175.100006103516,,,14.8000001907349,SANMH500900,Dry,8.0,,,
1242,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-06,Downstream,,,17.1000003814697,SANMH500503,,,,Not Controlled,,8.0,835.0,True,89.5999984741211,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,2100,2.0,2100,2.0,13.0,SANGS5005050,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1381 Sierra Ridge Dr.,CLH,11:47:00,89.5999984741211,,,11.0,SANMH500505,Dry,8.0,,,
1243,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-06,Downstream,,,17.1000003814697,SANMH500503,,,,Not Controlled,,8.0,836.0,True,315.5,,Easement/Right of Way,backyard,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS5005290,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1421 N Heincke Rd.,CLH,12:36:00,315.5,,,7.19999980926514,SANMH500529,Dry,8.0,,,
1244,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-06,Downstream,,,4.80000019073486,SANMH500552,,,,Not Controlled,,8.0,837.0,True,203.100006103516,,Easement/Right of Way,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS5005030,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1390 Blanche Dr.,CLH,13:17:00,203.100006103516,,,17.1000003814697,SANMH500503,Dry,8.0,,,
1245,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-06,2015-05-06,Downstream,,,10.8999996185303,SANMH400608,,,,Not Controlled,,8.0,838.0,True,185.699996948242,,Light Highway,paved asphalt,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0,0.0,13.0,SANGS4006100,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1355 Sierra Ridge Dr.,CLH,14:02:00,185.699996948242,,,13.6000003814697,SANMH400610,Dry,8.0,,,
1246,USMH incorrect on video.,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-07,2015-05-06,Downstream,,,12.1999998092651,SANMH400667,,,,Not Controlled,,8.0,839.0,True,255.100006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2500,10.0,2900,18.0,2400,8.0,3.0,SANGS4006680,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1370 Orchard Hill Dr.,CLH,08:30:00,255.100006103516,,,13.1999998092651,SANMH400668,Dry,8.0,,,
1247,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-07,2015-05-06,Downstream,,,10.3999996185303,SANMH400666,,,,Not Controlled,,8.0,840.0,True,294.100006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2300,6.0,3126,15.0,3123,9.0,3.0,SANGS4006670,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1326 Orchard Hill Dr.,CLH,09:07:00,294.100006103516,,,12.1999998092651,SANMH400667,Dry,8.0,,,
1248,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-07,2015-05-06,Downstream,,,8.69999980926514,SANMH400609,,,,Not Controlled,,8.0,841.0,True,173.100006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2500,10.0,2500,10.0,0,0.0,3.0,SANGS4006660,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1282 Orchard Hill Dr.,CLH,10:19:00,173.100006103516,,,10.3999996185303,SANMH400666,Dry,8.0,,,
1249,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-07,2015-05-06,Downstream,,,10.8999996185303,SANMH400608,,,,Not Controlled,,8.0,842.0,True,173.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2200,4.0,2200,4.0,0,0.0,3.0,SANGS4006090,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1278 Orchard Hill Dr,CLH,11:06:00,173.0,,,8.69999980926514,SANMH400609,Dry,8.0,,,
1250,,U-914-06013821,"Miamisburg, OH",,Hazen & Sawyer,2015-05-07,2015-05-06,Downstream,,,8.60000038146973,SANMH400607,,,,Not Controlled,,8.0,843.0,True,123.800003051758,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2200,4.0,2300,6.0,2100,2.0,3.0,SANGS4006080,Jetting,0.0,Miamisburg CCTV,Capital Improvement Program Assessment,0.0,,Sanitary,Circular,1.0,1226 Orchard Hill Dr.,CLH,12:11:00,123.800003051758,,,10.8999996185303,SANMH400608,Dry,8.0,,,
